"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=pilosa&show=full"
"Access Time","Fri 2017-03-10 17:36:31 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","pilosa"
"","timerule","major"
"","taxon_status","all"
"","show","full"
"Elapsed Time","0.105"
"Records Found","865"
"Records Returned","865"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"196104","occ","","","20155","Megalonyx ? sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Frick","1921","1548","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.000000","33.900002","Bautista Creek","","","US","California","Riverside","based on political unit","1","","","gp_mid","-116.58","34.09","105","US","","San Timoteo","","lower","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","level in sections of Albright 1999b unclear<br>see also Reynolds and Reeder 1991","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"196128","occ","","","20158","Megalonyx wheatleyi","species","48038","","Megalonyx wheatleyi","","species","48038","Irvingtonian","","1.8","0.3","Heaton and McDonald","1993","1819","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-99.199997","43.799999","Bergner Gravel Pit","","SDSM V-8420","US","South Dakota","Brule","based on political unit","1","small collection","","gp_mid","-98.78","44.03","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","SDSM","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"196142","occ","","","20161","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Downs and Miller","1994","1395","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.099998","32.900002","Borrego Badlands","","","US","California","San Diego","based on political unit","1","","","gp_mid","","","","US","","Ocotillo","","","","","","","","","","","said to be late Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","appears to equal ""Borrego L.F."" of Remeika 1992, in part,<br>fauna sensu lato said to include ""more than 400"" localities by Remeika 1992","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"196150","occ","","","20163","Mylodontidae ? indet.","family","43629","","Mylodontidae","","family","43629","Irvingtonian","","1.8","0.3","Dalquest and Schultz","1992","6202","Chordata","Mammalia","Xenarthra","Mylodontidae","","","","","","-101.900002","35.000000","Bull Draw","","","US","Texas","Randall","based on political unit","1","","Newton Harrell/Bill Howse Ranch, 8 km S and 18 km E of Canyon","gp_mid","-101.54","35.24","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","immediately underlies Lava Creek B volcanic ash (see Rock Creek)","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"196196","occ","","","20165","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Schultz","1969","3081","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-100.495201","37.044701","Butler Spring (Lower)","","UM-K3-61","US","Kansas","Meade","stated in text","4","small collection","from two localities: unnamed from ""SE1/4SE1/4 sec. 32, T. 34 S., R. 29 W., XI Ranch"" and UM-K3-61 from ""NE1/4NW1/4 sec. 5, T. 35 S., R. 29 W., XI Ranch""; coordinate based on first locality","gp_mid","-100.12","37.28","101","US","","Kingsdown","","lower","group of beds","","Meade","9","bottom to top","","","","from one bed at one locality and ""beds equivalent"" to it at another; said to be late Illinoian","""gray, clayey-sand""","sandstone","gray","","argillaceous","","","","","","","sinkhole","","""of sinkhole origin""","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","bulk,sieve,field collection","","","","","","","","this is the major Butler Spring fauna\nnot clear which localities are included in the ""Butler Spring"" list of Hibbard and Taylor 1960, but the Adams fauna is merged into it","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"196333","occ","9240","","20187","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Alroy","2002","6294","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.000000","33.900002","California Oaks (SBCM 5.6.155)","","SBCM 05.006.155<br>DUPLICATE REF 2893 or 2894","US","California","Riverside","based on political unit","1","small collection","","gp_mid","-116.58","34.09","105","US","","""unnamed sandstone""","","","","","Temec","1","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","242 specimens","","","","","NISP 242: Pajak et al. 1996<br>""Peromyscus sp."" is omitted by Pajak et al. 1996","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"196613","occ","","","20259","Paramylodon ? harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Pajak et al.","1996","2725","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-117.000000","33.900002","California Oaks (SBCM 05.006.603)","","","US","California","Riverside","based on political unit","1","small collection","","gp_mid","-116.58","34.09","105","US","","""unnamed sandstone""","","","","","Temec","1","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","2 specimens","","","","","NISP 2","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"196616","occ","","","20261","Paramylodon ? sp.","genus","43642","","Paramylodon","","genus","43642","Irvingtonian","","1.8","0.3","Pajak et al.","1996","2725","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-117.000000","33.900002","California Oaks (SBCM 05.006.606)","","","US","California","Riverside","based on political unit","1","small collection","","gp_mid","-116.58","34.09","105","US","","""unnamed sandstone""","","","","","Temec","1","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","9 specimens","","","","","NISP 9","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"196632","occ","","","20272","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Jefferson","1991","2018","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.000000","34.799999","Campbell Hill","","Twentynine Palms Gravel Pit; LACM 4281, 4282, 4283; SBCM 1.86.4, 1.86.89<br>DUPLICATE REF 2018 or 2019","US","California","San Bernardino","based on political unit","1","","","gp_mid","-116.69","35.08","101","US","FED","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","LACM","","","","","","","""? Illinoian""","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"196646","occ","","","20273","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Jefferson","1987","2016","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","1","specimens","-117.000000","34.799999","Camp Cady","","Lake Manix","US","California","San Bernardino","based on political unit","1","","E of Yermo","gp_mid","-116.69","35.08","101","US","FED","Manix","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","632 specimens","","","","","from a 39 m section spanning four members, but ""all abundantly represented... mammalian taxa are known from the basal 1 m of Member C""<br>unit bracketed by U-Th dates of 183.8 +/- 12.0 kya and > 350 kya: McGill et al. 1988; average is 0.267 Ma, concordant with Jefferson's ""estimate"" of 0.295 Ma<br>list repeated by Jefferson 1991<br>numerous CIT, LACM, SBCM, UCRV, and USGS localities<br>generically determinae NISP 632","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"196648","occ","9289","","20273","Mylodontidae indet.","family","43629","","Mylodontidae","","family","43629","Irvingtonian","","1.8","0.3","Alroy","2002","6294","Chordata","Mammalia","Xenarthra","Mylodontidae","","","","1","specimens","-117.000000","34.799999","Camp Cady","","Lake Manix","US","California","San Bernardino","based on political unit","1","","E of Yermo","gp_mid","-116.69","35.08","101","US","FED","Manix","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","632 specimens","","","","","from a 39 m section spanning four members, but ""all abundantly represented... mammalian taxa are known from the basal 1 m of Member C""<br>unit bracketed by U-Th dates of 183.8 +/- 12.0 kya and > 350 kya: McGill et al. 1988; average is 0.267 Ma, concordant with Jefferson's ""estimate"" of 0.295 Ma<br>list repeated by Jefferson 1991<br>numerous CIT, LACM, SBCM, UCRV, and USGS localities<br>generically determinae NISP 632","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"196684","occ","","","20279","Paramylodon sp.","genus","43642","","Paramylodon","","genus","43642","Irvingtonian","","1.8","0.3","Malde and Powers","1962","2401","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-118.000000","43.000000","Castle Creek","","","US","Idaho","Owyhee","based on political unit","1","","W of Grand View","gp_mid","-117.53","43.22","129","US","FED","Bruneau","","","","","Hgrmn","4100","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","appears to represent multiple localities<br>type of ""Morotherium leptonyx"" may be from the general area of Castle Creek: Hirschfeld and Webb 1968<br>Glenns Ferry date applies to this locality although fauna is indeterminate","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"196707","occ","","","20281","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Irvingtonian","","1.8","0.3","Lively et al.","1992","2254","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-87.900002","34.700001","Cave ACb-3 Unit D","","","US","Alabama","Colbert","based on political unit","1","small collection","","gp_mid","-87.50","34.89","101","US","","","","","","","ACb-3","2","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","U series date of 0.172 +/- 0.010 Ma<br>overlies unit H","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"196727","occ","","","20283","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Mooser and Dalquest","1975","2607","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-102.300003","21.799999","Cedazo","","Arroyo Cedazo; Arroyo San Francisco","MX","Aguascalientes","","based on nearby landmark","1","","SE of Aguascalientes","gp_mid","-101.99","22.04","104","MX","","Tacubaya","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","from ""lower few meters"" of Fm.<br>said by Kurten and Anderson 1980 to be Sangamonian, but by both Mooser and Dalquest and Miller and Carranza 1984 to be Illinoian","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"196880","occ","","","20291","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Semken","1966","3099","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-97.599998","38.299999","County Gravel Pit","","","US","Kansas","McPherson","based on political unit","1","","","gp_mid","-97.21","38.53","101","US","","McPherson","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"196900","occ","9365","","20293","Paramylodon ? harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Alroy","2002","6294","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-98.099998","39.799999","Courtland Canal","","","US","Kansas","Jewell","based on political unit","1","","","gp_mid","-97.70","40.03","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"196919","occ","","","20295","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Hibbard and Taylor","1960","1907","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-100.300003","37.200001","Cragin Quarry Locality 1","","Big Springs Loc. 1; KU Locality 6; USGS 21274","US","Kansas","Meade","based on political unit","1","small collection","","gp_mid","-99.92","37.44","101","US","","Kingsdown","","upper","","","Meade","10","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","","","USGS","","","","","","","originally reported by Hibbard 1939c<br>list of Hibbard 1970c includes Butler Spring and other authors include the upper Butler Spring sites in the ""Cragin Quarry"" fauna; Hibbard and Taylor mention three other ""Cragin Quarry"" sites (Localities 2, 3, 4) but no records are given","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"196979","occ","","","20299","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Morgan and Hulbert","1995","2615","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-82.199997","28.799999","Crystal River Power Plant","","","US","Florida","Citrus","based on political unit","1","","","gp_mid","-81.83","28.97","109","US","","Bermont","","","","","","","","","","","said to be early Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"196980","occ","","","20299","Megalonyx wheatleyi","species","48038","","Megalonyx wheatleyi","","species","48038","Irvingtonian","","1.8","0.3","Morgan and Hulbert","1995","2615","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-82.199997","28.799999","Crystal River Power Plant","","","US","Florida","Citrus","based on political unit","1","","","gp_mid","-81.83","28.97","109","US","","Bermont","","","","","","","","","","","said to be early Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"196981","occ","9381","","20299","Eremotherium eomigrans","species","46311","","Eremotherium eomigrans","","species","46311","Irvingtonian","","1.8","0.3","De Iuliis and Cartelle","1999","1357","Chordata","Mammalia","Xenarthra","Megatheriidae","Eremotherium","","","","","-82.199997","28.799999","Crystal River Power Plant","","","US","Florida","Citrus","based on political unit","1","","","gp_mid","-81.83","28.97","109","US","","Bermont","","","","","","","","","","","said to be early Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197018","occ","","","20301","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Paulson","1961","2741","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-100.300003","37.200001","Cudahy","","Cudahy ash mine (UK Loc. 10); Sunbrite ash mine (UK Loc. 17)","US","Kansas","Meade","based on political unit","1","","","gp_mid","-99.92","37.44","101","US","","""Crooked Creek""","","Pearlette Ash O","","","Meade","8","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","ash has been dated by Naeser et al. 1973 (see Rock Creek)<br>below type O ash according to Zakrzewski 1975 and therefore probably above the Nash localities, which underlie the type S ash, but there is no clearcut evidence to support this interpretation","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"197024","occ","","","20302","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Guilday","1971","1725","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-78.699997","39.599998","Cumberland Cave","","","US","Maryland","Allegany","based on political unit","1","","","gp_mid","-78.25","39.75","101","US","","","","","","","","","","","","","","","not reported","","","","","","","","","","cave","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","updates Gidley and Gazin 1938","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"197123","occ","9421","","20307","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","McDonald","1995","2499","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-118.500000","47.000000","Delight","","","US","Washington","Adams","based on political unit","1","","","gp_mid","-118.15","47.29","127","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197137","occ","","","20308","Megalonyx leptostomus","species","48026","","Megalonyx leptostomus","","species","48026","Irvingtonian","","1.8","0.3","Morgan and Hulbert","1995","2615","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-81.821114","27.041668","De Soto Shell Pit","","","US","Florida","De Soto","based on political unit","seconds","","S33 T39S R25E","gp_mid","-81.46","27.21","109","US","","Caloosahatchee","","","","","","","","","","","said to be early Irvingtonian","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"197138","occ","9424","","20308","Eremotherium eomigrans","species","46311","","Eremotherium eomigrans","","species","46311","Irvingtonian","","1.8","0.3","De Iuliis and Cartelle","1999","1357","Chordata","Mammalia","Xenarthra","Megatheriidae","Eremotherium","","","","","-81.821114","27.041668","De Soto Shell Pit","","","US","Florida","De Soto","based on political unit","seconds","","S33 T39S R25E","gp_mid","-81.46","27.21","109","US","","Caloosahatchee","","","","","","","","","","","said to be early Irvingtonian","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197186","occ","","","20310","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Irvingtonian","","1.8","0.3","Hill","2001","4222","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-105.800003","46.400002","Doeden Gravel Pit","","","US","Montana","Custer","based on political unit","1","","north of Miles City","gp_mid","-105.39","46.65","101","US","","","","","","","","","","","","","said to be  Illinoian to  Sangamonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"197187","occ","","","20310","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Hill","2001","4222","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-105.800003","46.400002","Doeden Gravel Pit","","","US","Montana","Custer","based on political unit","1","","north of Miles City","gp_mid","-105.39","46.65","101","US","","","","","","","","","","","","","said to be  Illinoian to  Sangamonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197265","occ","","","20319","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","","1.8","0.3","Reynolds and Reeder","1991","2887","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.000000","33.900002","El Casco","","SBCM 5.3.3; Site 350","US","California","Riverside","based on political unit","1","","1 mi N of El Casco","gp_mid","-116.58","34.09","105","US","","San Timoteo","","upper","","","ElCas","350","bottom to top","","","","said to be early Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","stratigraphy discussed by Albright 1999b; specimen counts given by Albright 1999c exclude certain F:AM and SBCM material<br><br>see also Frazier 1981","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"197284","occ","","","20322","Myrmecophaga tridactyla","species","48923","","Myrmecophaga tridactyla","","species","48923","Blancan","","4.9","1.8","Shaw and McDonald","1987","3105","Chordata","Mammalia","Xenarthra","Myrmecophagidae","Myrmecophaga","","","","","-114.500000","31.700001","El Golfo de Santa Clara","","","MX","Sonora","","based on nearby landmark","1","","mouth of Colorado River","gp_mid","-113.55","32.53","101","MX","","","","","","","","","","","","","said to be  Blancan","","","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","some indication this could be a mixed fauna<br>""more than 900 mapped vertebrate fossil localities"": Croxen and Sussman 2000<br>31*40'N 114*30'W: Shaw and McDonald 1987<br>said to be Blancan by Kurten and Werdelin 1988, but Irvingtonian by Lindsay and by Shaw and McDonald 1987","terrestrial","","actively mobile","ground dwelling","","insectivore","viviparous","","hydroxyapatite","","",""
"197285","occ","","","20322","Megalonyx wheatleyi","species","48038","","Megalonyx wheatleyi","","species","48038","Blancan","","4.9","1.8","Lindsay","1984","2245","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-114.500000","31.700001","El Golfo de Santa Clara","","","MX","Sonora","","based on nearby landmark","1","","mouth of Colorado River","gp_mid","-113.55","32.53","101","MX","","","","","","","","","","","","","said to be  Blancan","","","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","some indication this could be a mixed fauna<br>""more than 900 mapped vertebrate fossil localities"": Croxen and Sussman 2000<br>31*40'N 114*30'W: Shaw and McDonald 1987<br>said to be Blancan by Kurten and Werdelin 1988, but Irvingtonian by Lindsay and by Shaw and McDonald 1987","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"197287","occ","","","20322","Paramylodon sp.","genus","43642","","Paramylodon","","genus","43642","Blancan","","4.9","1.8","Croxen and Sussman","2000","1288","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-114.500000","31.700001","El Golfo de Santa Clara","","","MX","Sonora","","based on nearby landmark","1","","mouth of Colorado River","gp_mid","-113.55","32.53","101","MX","","","","","","","","","","","","","said to be  Blancan","","","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","some indication this could be a mixed fauna<br>""more than 900 mapped vertebrate fossil localities"": Croxen and Sussman 2000<br>31*40'N 114*30'W: Shaw and McDonald 1987<br>said to be Blancan by Kurten and Werdelin 1988, but Irvingtonian by Lindsay and by Shaw and McDonald 1987","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197318","occ","","","20323","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Irvingtonian","Rancholabrean","1.8","0.012","Jefferson","1991","2018","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.800003","33.599998","Emery Borrow Pit","","LACM 3536, 3537, 4178, 7053, 7054, 7088, 7089; RCIC 47<br>DUPLICATE REF 2018 or 2019","US","California","Orange","based on political unit","1","","Ralph Clark Regional Park, Fullerton","gp_mid","","","","US","","La Habra","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","LACM","","","","","","","""? late Irvingtonian through Rancholabrean""","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"197349","occ","9455","","20327","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Alroy","2002","6294","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-120.195831","37.056667","Fairmead Landfill","","UCMP V-93128","US","California","Madera","stated in text","seconds","small collection","south of Chowchilla; 34 Miles north of Fresno","gp_mid","-119.74","37.28","130","US","","Turlock Lake","","upper","group of beds","","","","","","","","section is entirely in a normal polarity chron, assumed to be the Brunhes\r\nmaterial is from several beds within ""unit C""","""clayey sands and sands overlying a layer of massive sandy clay and clayey very fine sand""","claystone","","","sandy","Y","sandstone","","","argillaceous","Y","lacustrine indet.","","""vertebrate fossils were found in the basal sandy clay and in the lowermost sand beds... marshy, abandoned fan channel or lake-margin""","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","salvage,selective quarrying,field collection","UCMP","","","","","","""thousands of specimens"" uncovered ""during excavation of an expansion cell at the Madera County Fairmead Landfill""","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197351","occ","33003","","20327","Megalonyx wheatleyi","species","48038","","Megalonyx wheatleyi","","species","48038","Irvingtonian","","1.8","0.3","Dundas and Chatters","2013","61249","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-120.195831","37.056667","Fairmead Landfill","","UCMP V-93128","US","California","Madera","stated in text","seconds","small collection","south of Chowchilla; 34 Miles north of Fresno","gp_mid","-119.74","37.28","130","US","","Turlock Lake","","upper","group of beds","","","","","","","","section is entirely in a normal polarity chron, assumed to be the Brunhes\r\nmaterial is from several beds within ""unit C""","""clayey sands and sands overlying a layer of massive sandy clay and clayey very fine sand""","claystone","","","sandy","Y","sandstone","","","argillaceous","Y","lacustrine indet.","","""vertebrate fossils were found in the basal sandy clay and in the lowermost sand beds... marshy, abandoned fan channel or lake-margin""","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","salvage,selective quarrying,field collection","UCMP","","","","","","""thousands of specimens"" uncovered ""during excavation of an expansion cell at the Madera County Fairmead Landfill""","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
